Annualized Return,Annualized Volatility,Sharpe Ratio,Weight GLD,Weight QQQ,Weight SPY,Weight TLT
0.13734764935134589,0.14317486490556064,0.9593000101096066,0.1410215567872302,0.3579622176722185,0.27560979462158475,0.22540643091896656
0.04776496535595133,0.11862736989887943,0.40264709060537407,0.12620080734580005,0.12618129700478345,0.04698283954019972,0.7006350561092167
0.10168406303764305,0.11441659790243247,0.8887177638715761,0.26139050028350513,0.3079002216404562,0.008951017953218746,0.4217582601228199
0.13626136709776984,0.12629386757158215,1.078923068220539,0.5903801501374071,0.15059391470113248,0.1289528505354321,0.13007308462602837
0.14172981268373872,0.1416098415553898,1.0008471948491093,0.1960105449641472,0.33807860847040766,0.2782840991277133,0.1876267474377318
0.1139974645487605,0.11253723022754775,1.012975566559264,0.43398339219779597,0.09894211396026513,0.20721635327274926,0.25985814056918966
0.13287417359499273,0.13134767663277375,1.0116218040649994,0.23326548468944455,0.4015928641199107,0.1021268734773371,0.26301477771330767
0.13279948828580548,0.12221209295464076,1.0866313232610643,0.418096105230573,0.03278234139631074,0.42877429030957764,0.1203472630635387
0.12713891719135645,0.14805794008408973,0.8587105637100428,0.023332989373649936,0.3403504071384118,0.3463571133712778,0.2899594901166605
0.10977446650377085,0.11613657200428158,0.9452187593389946,0.19952805069164697,0.06397716875212663,0.4481861813709226,0.2883085991853038
0.07820160968513148,0.11885456949780389,0.6579604807417727,0.07818332572026652,0.31723318271217116,0.022030873773363248,0.582552617794199
0.12696641190141902,0.13386646681215422,0.9484556881566346,0.14761435893911878,0.3779187311287266,0.1778075351372475,0.29665937479490717
0.10619812039532965,0.1124842830419073,0.9441151912375556,0.22077866667837767,0.07464999609941027,0.3915485211049045,0.3130228161173076
0.12276473254434658,0.12041512775178574,1.0195125383033612,0.28010458837840085,0.26678608732008546,0.17825941046564905,0.27484991383586455
0.09040813522882171,0.11612407658237621,0.7785477214510972,0.13509625346186918,0.29919541025097696,0.06904581907364775,0.4966625172135061
0.1297076876600965,0.13064414593125978,0.9928319920920451,0.21060616432103235,0.14703143273377783,0.44905435090095885,0.1933080520442309
0.09747841283653953,0.11660507131077565,0.8359706120906202,0.15901187134155634,0.30717166021630354,0.07976458554533382,0.45405188289680626
0.16624722023877733,0.18600053174581926,0.8937997041103302,0.0366811237457329,0.4855775893765176,0.3799672886292204,0.09777399824852909
0.12323537123984311,0.14730920636407177,0.8365761671084517,0.0024468271602653274,0.3613275717684168,0.3132055529874501,0.32302004808386786
0.137698382234109,0.12624691487150538,1.0907069085550245,0.584450779731262,0.0561093196787199,0.27163701477031343,0.08780288581970459
0.1634430264388363,0.14358410311035422,1.1383086490655525,0.4588881558246958,0.33139032863729184,0.17592930330061426,0.03379221223739805
0.11104730106069967,0.12053951205210713,0.9212522862436664,0.1552327531647736,0.16232145313916987,0.3641968301111386,0.31824896358491794
0.11044131806578608,0.11371420585213395,0.9712183032733509,0.40470109873596516,0.21540030917231973,0.05455278132410966,0.32534581076760544
0.13326983785527605,0.12669545817785705,1.051891202510115,0.2940999263568571,0.21697532406961875,0.2980360763666487,0.19088867320687528
0.15625170433856794,0.13728661273221443,1.138142323048978,0.48241081051832985,0.39456180596122425,0.023458372702140268,0.0995690108183055
0.12389477425308613,0.14569661883104976,0.8503613553088345,0.021082570981283726,0.4269015367572755,0.21086872407356302,0.3411471681878778
0.10439206340322864,0.1096281410895821,0.9522378320537714,0.3907221030376427,0.10732435236685746,0.17667651168907542,0.3252770329064244
0.123010902962961,0.11882472577197226,1.0352298493751386,0.30234280665296986,0.10172425090699433,0.382888854539055,0.2130440879009808
0.12267165428559765,0.11985345870413881,1.0235136775519813,0.28670635720495413,0.24921354767778311,0.19533327121075847,0.26874682390650434
0.1197490457500784,0.11542777751863342,1.0374369872169409,0.3318020249333967,0.0770268435469118,0.3684996550012966,0.2226714765183949
0.16648633677641866,0.14998111720796617,1.1100486506282394,0.37879767996620967,0.42038695162486,0.14918626200360172,0.05162910640532853
0.10468116876771491,0.1217194619844175,0.8600199759436676,0.0976674544593645,0.18301051066317597,0.3505094124436455,0.368812622433814
0.14887475150155094,0.171442186803891,0.8683670820872434,0.006007622633713259,0.44135780266304236,0.36070205799891275,0.19193251670433167
0.13486105027458617,0.15122403416724764,0.8917964066838432,0.06954388604874326,0.19587868898828364,0.547060476781436,0.18751694818153716
0.10709406501895823,0.11659202577370732,0.9185367893582738,0.2028727934864424,0.2749151856016929,0.14219716035180044,0.38001486056006434
0.13280067662259146,0.12126229035002889,1.0951523036490283,0.47826880558758916,0.12511814259890552,0.24709763354643607,0.14951541826706916
0.09757796642023575,0.10905878623553296,0.8947281533969925,0.19863758354624286,0.025723639129737044,0.42508838703700796,0.350550390287012
0.13887845962258608,0.16064021256804925,0.8645310996694267,0.03483111541737162,0.1885354038472317,0.6145431490778896,0.162090331657507
0.14787246675048965,0.163151452990958,0.9063509030390606,0.07781456501738561,0.2628564633645468,0.5293352362222825,0.12999373539578507
0.12106482686761715,0.12029210684278296,1.0064236968252962,0.2801021049284899,0.31739320771198176,0.09903177497337884,0.3034729123861496
0.12977740038938582,0.13367375220789224,0.970851780890786,0.16953270891967026,0.29146665735772054,0.2920308151499062,0.246969818572703
0.16635878640797883,0.1811503314633695,0.9183465747155881,0.06301231571166711,0.5829491484483261,0.22386915722376707,0.13016937861623953
0.17773091326348409,0.20176634287647327,0.8808749305244418,0.030754652276668758,0.44568102789010616,0.5110529491488117,0.012511370684413478
0.1415162245339907,0.1322164956643333,1.070337130196426,0.32865916080667257,0.14536403139311127,0.4140691705048382,0.11190763729537788
0.15128378547097152,0.14181206927037304,1.066790621202629,0.32107905881080356,0.1797160788178456,0.4352988215254238,0.06390604084592699
0.09331440055166315,0.11019284871142816,0.8468280985822764,0.15114351480592245,0.05028577807483518,0.4097778721203521,0.3887928349988902
0.13089378031837562,0.1407084502535608,0.9302481839754553,0.11262111718732143,0.2881587638590008,0.3568112599435771,0.2424088590101006
0.07742700351783566,0.11053079961706637,0.7005016139038285,0.3006267149748692,0.13727401176116305,0.05284461187115417,0.5092546613928136
0.1414736689395299,0.127922726113195,1.1059306914265108,0.4052726266693845,0.28495507003233117,0.15259522267949815,0.15717708061878605
0.1297815934913319,0.12914002810531872,1.0049679823941957,0.2206533497470864,0.2726755774664835,0.269628844744185,0.23704222804224517
0.0726661870849794,0.11183881453743139,0.6497403194546445,0.35940886380886755,0.04710149320664671,0.09047964043453635,0.5030100025499494
0.07314855369449742,0.11689701245686067,0.6257521228054648,0.4392505526562445,0.006661636577376863,0.07349817851375053,0.4805896322526282
0.08188605280110926,0.11851976005071664,0.6909063329698678,0.0035987122673884243,0.11433217840761577,0.39014171834757166,0.49192739097742416
0.13703554702541937,0.12685957242383872,1.0802144797365598,0.35711011921655694,0.1228429429981429,0.3900943544299027,0.12995258335539747
0.11673822345244586,0.12773232661301998,0.9139285766407275,0.12657785690523546,0.2903791330862556,0.252701955784496,0.3303410542240129
0.13483419762090929,0.12471111687476238,1.0811722402928419,0.3897399333220773,0.3368129788264097,0.05551715636166029,0.21792993148985274
0.12680946824308892,0.13524562743032154,0.9376234237844109,0.14141861387641677,0.13010697253005293,0.5188558652136651,0.20961854837986527
0.13547681369133893,0.12711172104119053,1.0658089795467225,0.3162575111461907,0.2237577510811534,0.281784670575891,0.17820006719676487
