Annualized Return,Annualized Volatility,Sharpe Ratio,Weight SPY,Weight QQQ,Weight TLT,Weight GLD
0.12814532647860782,0.12827896892735174,0.9989581889388306,0.1410215567872302,0.3579622176722185,0.27560979462158475,0.22540643091896656
0.14636500144539927,0.1365861915532243,1.0715944253293306,0.12620080734580005,0.12618129700478345,0.04698283954019972,0.7006350561092167
0.1659912336387531,0.1483829815465609,1.1186675985929486,0.26139050028350513,0.3079002216404562,0.008951017953218746,0.4217582601228199
0.14068461609702146,0.15110065845451714,0.9310655395943822,0.5903801501374071,0.15059391470113248,0.1289528505354321,0.13007308462602837
0.12696353093686,0.1301568007862823,0.9754659777273901,0.1960105449641472,0.33807860847040766,0.2782840991277133,0.1876267474377318
0.12373140267630851,0.1223395177397367,1.0113772308595568,0.43398339219779597,0.09894211396026513,0.20721635327274926,0.25985814056918966
0.15814951492854218,0.15113056025601984,1.046442987180303,0.23326548468944455,0.4015928641199107,0.1021268734773371,0.26301477771330767
0.08578015926480563,0.10920168479255872,0.7855204745948289,0.418096105230573,0.03278234139631074,0.42877429030957764,0.1203472630635387
0.11506977847907612,0.11814680426472296,0.9739559118437738,0.023332989373649936,0.3403504071384118,0.3463571133712778,0.2899594901166605
0.08268479576527082,0.10562858009946846,0.7827881023053429,0.19952805069164697,0.06397716875212663,0.4481861813709226,0.2883085991853038
0.16272042541338547,0.14151607003322847,1.1498370847577815,0.07818332572026652,0.31723318271217116,0.022030873773363248,0.582552617794199
0.14425839839795906,0.13573160518986135,1.0628209855484316,0.14761435893911878,0.3779187311287266,0.1778075351372475,0.29665937479490717
0.0921407275978276,0.1060781862760418,0.868611453801204,0.22077866667837767,0.07464999609941027,0.3915485211049045,0.3130228161173076
0.137966956217022,0.1320351337444092,1.0449260912939695,0.28010458837840085,0.26678608732008546,0.17825941046564905,0.27484991383586455
0.15503398993671919,0.13619866622628585,1.1382930114685528,0.13509625346186918,0.29919541025097696,0.06904581907364775,0.4966625172135061
0.08837736362857213,0.10863049993390576,0.8135593933779529,0.21060616432103235,0.14703143273377783,0.44905435090095885,0.1933080520442309
0.15422836735879364,0.13643582139238616,1.1304096371819872,0.15901187134155634,0.30717166021630354,0.07976458554533382,0.45405188289680626
0.12014520481262292,0.1355693673006625,0.8862267871042562,0.0366811237457329,0.4855775893765176,0.3799672886292204,0.09777399824852909
0.12126174953918399,0.12026841456554738,1.0082593171052008,0.0024468271602653274,0.3613275717684168,0.3132055529874501,0.32302004808386786
0.11272623974700906,0.12978542042965097,0.8685585744055998,0.584450779731262,0.0561093196787199,0.27163701477031343,0.08780288581970459
0.14465670639871278,0.16458245865363869,0.8789314947781929,0.4588881558246958,0.33139032863729184,0.17592930330061426,0.03379221223739805
0.10156851690107996,0.10951284422353168,0.9274575746910911,0.1552327531647736,0.16232145313916987,0.3641968301111386,0.31824896358491794
0.1543214998381439,0.14443449246447818,1.068453228899581,0.40470109873596516,0.21540030917231973,0.05455278132410966,0.32534581076760544
0.11672575977834118,0.12191273153354713,0.9574534038409381,0.2940999263568571,0.21697532406961875,0.2980360763666487,0.19088867320687528
0.17211963304139802,0.18629015646643324,0.9239330531799272,0.48241081051832985,0.39456180596122425,0.023458372702140268,0.0995690108183055
0.14131666743416027,0.13156479909647195,1.074122169491078,0.021082570981283726,0.4269015367572755,0.21086872407356302,0.3411471681878778
0.1284283222084319,0.12204361584501185,1.052314955757524,0.3907221030376427,0.10732435236685746,0.17667651168907542,0.3252770329064244
0.09616753330087768,0.1087740280588313,0.8841038161137575,0.30234280665296986,0.10172425090699433,0.382888854539055,0.2130440879009808
0.13426878064905934,0.12942210895469305,1.0374485606324262,0.28670635720495413,0.24921354767778311,0.19533327121075847,0.26874682390650434
0.09694323462542773,0.1082918961644982,0.8952030397377883,0.3318020249333967,0.0770268435469118,0.3684996550012966,0.2226714765183949
0.15392943044013577,0.1709364630397629,0.9005067011614076,0.37879767996620967,0.42038695162486,0.14918626200360172,0.05162910640532853
0.10443038856788782,0.11115696338161778,0.9394857990980137,0.0976674544593645,0.18301051066317597,0.3505094124436455,0.368812622433814
0.11967150248299586,0.1269826381397427,0.9424241316462411,0.006007622633713259,0.44135780266304236,0.36070205799891275,0.19193251670433167
0.0755287682393353,0.11109335889226862,0.6798675365696555,0.06954388604874326,0.19587868898828364,0.547060476781436,0.18751694818153716
0.14311344041304072,0.13025176877932845,1.0987446984731732,0.2028727934864424,0.2749151856016929,0.14219716035180044,0.38001486056006434
0.12001777002833136,0.12851137471523347,0.9339077594825909,0.47826880558758916,0.12511814259890552,0.24709763354643607,0.14951541826706916
0.08351281087686883,0.10639058624818341,0.7849642888709506,0.19863758354624286,0.025723639129737044,0.42508838703700796,0.350550390287012
0.06453132802791815,0.11396429417293603,0.5662416329275428,0.03483111541737162,0.1885354038472317,0.6145431490778896,0.162090331657507
0.08287653105129533,0.11433533150435704,0.7248549504414312,0.07781456501738561,0.2628564633645468,0.5293352362222825,0.12999373539578507
0.15332867115742632,0.14366797297154435,1.0672432274644497,0.2801021049284899,0.31739320771198176,0.09903177497337884,0.3034729123861496
0.12141777008967033,0.12181984320677908,0.9966994447987734,0.16953270891967026,0.29146665735772054,0.2920308151499062,0.246969818572703
0.15053133630818716,0.15678984493220852,0.9600834567651536,0.06301231571166711,0.5829491484483261,0.22386915722376707,0.13016937861623953
0.09767644538752814,0.13152416538439965,0.7426501822083695,0.030754652276668758,0.44568102789010616,0.5110529491488117,0.012511370684413478
